Date,Rented Bike Count,Temperature(∞C),Humidity(%),Visibility (10m),Dew point temperature(∞C),Functioning Day,Seasons_Spring,Seasons_Summer,Seasons_Winter
1491955200000000000,340,-0.1,25.0,2000,-17.8,1,0.0,0.0,1.0
1491955200000000000,374,-0.2,23.0,2000,-18.8,1,0.0,0.0,1.0
1491955200000000000,513,-1.3,26.0,2000,-18.3,1,0.0,0.0,1.0
1491955200000000000,797,-2.1,29.0,2000,-17.7,1,0.0,0.0,1.0
1491955200000000000,565,-2.9,32.0,2000,-17.3,1,0.0,0.0,1.0
1491955200000000000,397,-3.6,38.0,2000,-15.8,1,0.0,0.0,1.0
1491955200000000000,396,-4.6,43.0,2000,-15.3,1,0.0,0.0,1.0
1491955200000000000,352,-5.3,45.0,2000,-15.3,1,0.0,0.0,1.0
1491955200000000000,247,-5.8,44.0,2000,-16.1,1,0.0,0.0,1.0
1494547200000000000,215,-6.1,42.0,2000,-16.9,1,0.0,0.0,1.0
1494547200000000000,197,-6.5,41.0,2000,-17.6,1,0.0,0.0,1.0
1494547200000000000,123,-6.8,41.0,2000,-17.8,1,0.0,0.0,1.0
1494547200000000000,61,-6.9,39.0,2000,-18.5,1,0.0,0.0,1.0
1494547200000000000,41,-7.2,34.0,2000,-20.4,1,0.0,0.0,1.0
1494547200000000000,81,-7.4,33.0,2000,-20.9,1,0.0,0.0,1.0
1494547200000000000,171,-7.4,34.0,2000,-20.6,1,0.0,0.0,1.0
1494547200000000000,380,-7.5,33.0,2000,-21.0,1,0.0,0.0,1.0
1494547200000000000,802,-8.1,36.0,2000,-20.5,1,0.0,0.0,1.0
1494547200000000000,461,-7.6,31.0,1974,-21.8,1,0.0,0.0,1.0
1494547200000000000,268,-5.5,26.0,1967,-22.0,1,0.0,0.0,1.0
1494547200000000000,333,-3.9,25.0,1959,-21.0,1,0.0,0.0,1.0
1494547200000000000,320,-2.3,25.0,1962,-19.7,1,0.0,0.0,1.0
1494547200000000000,324,-1.6,27.0,1955,-18.2,1,0.0,0.0,1.0
1494547200000000000,333,-1.1,28.0,2000,-17.3,1,0.0,0.0,1.0
1494547200000000000,352,-0.7,28.0,2000,-16.9,1,0.0,0.0,1.0
1494547200000000000,434,-0.5,30.0,2000,-16.0,1,0.0,0.0,1.0
1494547200000000000,526,-1.6,35.0,2000,-15.1,1,0.0,0.0,1.0
1494547200000000000,779,-2.6,40.0,2000,-14.4,1,0.0,0.0,1.0
1494547200000000000,593,-3.2,45.0,2000,-13.5,1,0.0,0.0,1.0
1494547200000000000,417,-3.5,46.0,2000,-13.4,1,0.0,0.0,1.0
1494547200000000000,414,-3.7,47.0,2000,-13.3,1,0.0,0.0,1.0
1494547200000000000,392,-2.8,49.0,2000,-12.0,1,0.0,0.0,1.0
1494547200000000000,243,-2.5,59.0,1210,-9.4,1,0.0,0.0,1.0
1497225600000000000,144,-2.8,77.0,331,-6.2,1,0.0,0.0,1.0
1497225600000000000,143,-3.0,79.0,293,-6.1,1,0.0,0.0,1.0
1497225600000000000,116,-3.0,79.0,1862,-6.1,1,0.0,0.0,1.0
1497225600000000000,77,-3.2,78.0,1808,-6.4,1,0.0,0.0,1.0
1497225600000000000,57,-3.4,75.0,1982,-7.2,1,0.0,0.0,1.0
1497225600000000000,86,-3.6,76.0,1934,-7.2,1,0.0,0.0,1.0
1497225600000000000,141,-3.7,76.0,1864,-7.3,1,0.0,0.0,1.0
1497225600000000000,378,-4.2,77.0,1741,-7.6,1,0.0,0.0,1.0
1497225600000000000,792,-4.2,78.0,1518,-7.4,1,0.0,0.0,1.0
1497225600000000000,439,-3.3,70.0,1324,-7.9,1,0.0,0.0,1.0
1497225600000000000,306,-0.9,64.0,1224,-6.8,1,0.0,0.0,1.0
1497225600000000000,380,1.6,57.0,1261,-6.0,1,0.0,0.0,1.0
1497225600000000000,404,2.4,52.0,1224,-6.4,1,0.0,0.0,1.0
1497225600000000000,441,4.2,47.0,1469,-6.1,1,0.0,0.0,1.0
1497225600000000000,415,5.5,34.0,1966,-9.1,1,0.0,0.0,1.0
1497225600000000000,411,5.5,31.0,1968,-10.3,1,0.0,0.0,1.0
1497225600000000000,494,5.3,37.0,2000,-8.2,1,0.0,0.0,1.0
1497225600000000000,238,4.1,60.0,1565,-2.9,1,0.0,0.0,1.0
1497225600000000000,203,1.7,90.0,66,0.2,1,0.0,0.0,1.0
1497225600000000000,204,1.2,92.0,180,0.0,1,0.0,0.0,1.0
1497225600000000000,189,1.2,94.0,228,0.3,1,0.0,0.0,1.0
1497225600000000000,164,1.1,92.0,235,0.0,1,0.0,0.0,1.0
1497225600000000000,221,1.3,92.0,233,0.1,1,0.0,0.0,1.0
1497225600000000000,192,1.3,92.0,209,0.1,1,0.0,0.0,1.0
1499817600000000000,197,1.4,92.0,240,0.2,1,0.0,0.0,1.0
1499817600000000000,217,1.5,92.0,227,0.3,1,0.0,0.0,1.0
1499817600000000000,148,1.4,92.0,168,0.2,1,0.0,0.0,1.0
1499817600000000000,101,1.9,91.0,218,0.5,1,0.0,0.0,1.0
1499817600000000000,61,1.6,92.0,119,0.4,1,0.0,0.0,1.0
1499817600000000000,82,1.5,92.0,175,0.3,1,0.0,0.0,1.0
1499817600000000000,136,1.0,93.0,148,0.0,1,0.0,0.0,1.0
1499817600000000000,366,0.3,93.0,173,-0.7,1,0.0,0.0,1.0
1499817600000000000,745,-0.2,96.0,173,-0.7,1,0.0,0.0,1.0
1499817600000000000,414,0.1,91.0,265,-1.1,1,0.0,0.0,1.0
1499817600000000000,320,1.1,83.0,311,-1.4,1,0.0,0.0,1.0
1499817600000000000,332,2.3,69.0,628,-2.8,1,0.0,0.0,1.0
1499817600000000000,430,3.7,65.0,833,-2.2,1,0.0,0.0,1.0
1499817600000000000,393,4.1,37.0,1767,-9.3,1,0.0,0.0,1.0
1499817600000000000,389,4.4,36.0,1975,-9.4,1,0.0,0.0,1.0
1499817600000000000,429,4.0,35.0,1962,-10.1,1,0.0,0.0,1.0
1499817600000000000,470,3.2,38.0,1817,-9.7,1,0.0,0.0,1.0
1499817600000000000,549,2.1,50.0,1434,-7.2,1,0.0,0.0,1.0
1499817600000000000,785,0.7,46.0,1558,-9.6,1,0.0,0.0,1.0
1499817600000000000,505,-0.4,47.0,1269,-10.3,1,0.0,0.0,1.0
1499817600000000000,389,-1.4,47.0,1620,-11.2,1,0.0,0.0,1.0
1499817600000000000,401,-2.2,46.0,1975,-12.2,1,0.0,0.0,1.0
1499817600000000000,388,-2.7,48.0,1844,-12.2,1,0.0,0.0,1.0
1499817600000000000,258,-3.2,50.0,1887,-12.1,1,0.0,0.0,1.0
1502496000000000000,232,-3.5,49.0,1893,-12.6,1,0.0,0.0,1.0
1502496000000000000,229,-3.7,50.0,1902,-12.6,1,0.0,0.0,1.0
1502496000000000000,130,-4.3,53.0,1918,-12.4,1,0.0,0.0,1.0
1502496000000000000,98,-4.8,52.0,1978,-13.1,1,0.0,0.0,1.0
1502496000000000000,70,-5.3,53.0,1936,-13.4,1,0.0,0.0,1.0
1502496000000000000,83,-5.8,56.0,1941,-13.1,1,0.0,0.0,1.0
1502496000000000000,157,-6.0,56.0,1853,-13.3,1,0.0,0.0,1.0
1502496000000000000,386,-6.5,57.0,1776,-13.6,1,0.0,0.0,1.0
1502496000000000000,770,-7.0,59.0,1559,-13.6,1,0.0,0.0,1.0
1502496000000000000,394,-6.7,50.0,1492,-15.4,1,0.0,0.0,1.0
1502496000000000000,260,-5.3,44.0,1516,-15.6,1,0.0,0.0,1.0
1502496000000000000,309,-3.7,39.0,1595,-15.6,1,0.0,0.0,1.0
1502496000000000000,354,-2.0,30.0,1728,-17.3,1,0.0,0.0,1.0
1502496000000000000,353,-1.7,28.0,1963,-17.8,1,0.0,0.0,1.0
1502496000000000000,349,-1.3,27.0,1906,-17.9,1,0.0,0.0,1.0
1502496000000000000,361,-0.8,26.0,1977,-17.9,1,0.0,0.0,1.0
1502496000000000000,400,-1.1,24.0,2000,-19.1,1,0.0,0.0,1.0
1502496000000000000,498,-2.4,30.0,2000,-17.6,1,0.0,0.0,1.0
1502496000000000000,743,-3.1,33.0,2000,-17.1,1,0.0,0.0,1.0
1502496000000000000,475,-3.3,35.0,2000,-16.6,1,0.0,0.0,1.0
1502496000000000000,383,-3.3,34.0,2000,-16.9,1,0.0,0.0,1.0
1502496000000000000,335,-3.3,35.0,2000,-16.6,1,0.0,0.0,1.0
1502496000000000000,346,-3.4,39.0,2000,-15.4,1,0.0,0.0,1.0
1502496000000000000,274,-3.5,43.0,2000,-14.3,1,0.0,0.0,1.0
1505174400000000000,266,-3.5,48.0,1967,-12.9,1,0.0,0.0,1.0
1505174400000000000,295,-4.1,49.0,2000,-13.2,1,0.0,0.0,1.0
1505174400000000000,236,-4.7,50.0,1983,-13.5,1,0.0,0.0,1.0
1505174400000000000,168,-4.3,47.0,1992,-13.9,1,0.0,0.0,1.0
1505174400000000000,95,-4.3,49.0,2000,-13.4,1,0.0,0.0,1.0
1505174400000000000,55,-4.7,49.0,1999,-13.8,1,0.0,0.0,1.0
1505174400000000000,75,-5.1,53.0,1975,-13.2,1,0.0,0.0,1.0
1505174400000000000,126,-5.5,56.0,1950,-12.9,1,0.0,0.0,1.0
1505174400000000000,221,-5.4,56.0,1940,-12.8,1,0.0,0.0,1.0
1505174400000000000,290,-4.7,48.0,1784,-14.0,1,0.0,0.0,1.0
1505174400000000000,272,-2.2,42.0,1646,-13.4,1,0.0,0.0,1.0
1505174400000000000,350,0.0,45.0,1500,-10.5,1,0.0,0.0,1.0
1505174400000000000,426,2.4,40.0,1809,-9.8,1,0.0,0.0,1.0
1505174400000000000,430,3.9,36.0,1702,-9.8,1,0.0,0.0,1.0
1505174400000000000,484,4.7,32.0,1948,-10.6,1,0.0,0.0,1.0
1505174400000000000,566,5.2,30.0,1963,-11.0,1,0.0,0.0,1.0
1505174400000000000,543,4.4,33.0,1963,-10.5,1,0.0,0.0,1.0
1505174400000000000,479,3.5,37.0,1963,-9.8,1,0.0,0.0,1.0
1505174400000000000,383,2.5,41.0,1974,-9.4,1,0.0,0.0,1.0
1505174400000000000,274,1.5,48.0,1878,-8.3,1,0.0,0.0,1.0
1505174400000000000,297,0.8,51.0,1848,-8.2,1,0.0,0.0,1.0
1505174400000000000,320,-0.1,55.0,1654,-8.0,1,0.0,0.0,1.0
1505174400000000000,288,-0.5,55.0,1655,-8.4,1,0.0,0.0,1.0
1505174400000000000,264,-0.1,54.0,1570,-8.3,1,0.0,0.0,1.0
1507766400000000000,325,-0.2,55.0,1629,-8.1,1,0.0,0.0,1.0
1507766400000000000,279,-0.2,54.0,1747,-8.4,1,0.0,0.0,1.0
1507766400000000000,242,0.2,52.0,1726,-8.5,1,0.0,0.0,1.0
1507766400000000000,168,0.3,53.0,1748,-8.1,1,0.0,0.0,1.0
1507766400000000000,70,0.4,52.0,1816,-8.3,1,0.0,0.0,1.0
1507766400000000000,12,0.3,74.0,178,-3.7,1,0.0,0.0,1.0
1507766400000000000,8,-0.5,90.0,91,-1.9,1,0.0,0.0,1.0
1507766400000000000,19,-0.4,92.0,121,-1.5,1,0.0,0.0,1.0
1507766400000000000,34,-0.2,90.0,378,-1.6,1,0.0,0.0,1.0
1507766400000000000,30,0.2,90.0,305,-1.2,1,0.0,0.0,1.0
1507766400000000000,18,0.5,91.0,143,-0.8,1,0.0,0.0,1.0
1507766400000000000,57,0.9,92.0,137,-0.2,1,0.0,0.0,1.0
1507766400000000000,118,2.3,88.0,245,0.5,1,0.0,0.0,1.0
1507766400000000000,181,3.3,87.0,230,1.3,1,0.0,0.0,1.0
1507766400000000000,234,4.2,85.0,325,1.8,1,0.0,0.0,1.0
1507766400000000000,179,6.7,63.0,715,0.1,1,0.0,0.0,1.0
1507766400000000000,213,5.4,71.0,622,0.5,1,0.0,0.0,1.0
1507766400000000000,225,3.6,65.0,1061,-2.3,1,0.0,0.0,1.0
1507766400000000000,209,2.0,61.0,2000,-4.7,1,0.0,0.0,1.0
1507766400000000000,180,1.6,53.0,2000,-6.9,1,0.0,0.0,1.0
1507766400000000000,164,0.6,57.0,1954,-6.9,1,0.0,0.0,1.0
1507766400000000000,166,0.0,59.0,1862,-7.0,1,0.0,0.0,1.0
1507766400000000000,151,-1.0,56.0,2000,-8.6,1,0.0,0.0,1.0
1507766400000000000,147,-1.4,43.0,2000,-12.3,1,0.0,0.0,1.0
1510444800000000000,124,-2.5,39.0,2000,-14.5,1,0.0,0.0,1.0
1510444800000000000,110,-3.4,36.0,2000,-16.3,1,0.0,0.0,1.0
1510444800000000000,66,-4.2,35.0,2000,-17.4,1,0.0,0.0,1.0
1510444800000000000,44,-4.7,38.0,2000,-16.8,1,0.0,0.0,1.0
1510444800000000000,43,-5.2,35.0,2000,-18.3,1,0.0,0.0,1.0
1510444800000000000,85,-5.6,38.0,1974,-17.6,1,0.0,0.0,1.0
1510444800000000000,135,-5.9,39.0,1979,-17.6,1,0.0,0.0,1.0
1510444800000000000,324,-6.0,39.0,1996,-17.7,1,0.0,0.0,1.0
1510444800000000000,646,-6.0,38.0,1994,-18.0,1,0.0,0.0,1.0
1510444800000000000,325,-5.9,36.0,1941,-18.6,1,0.0,0.0,1.0
1510444800000000000,211,-5.3,32.0,2000,-19.4,1,0.0,0.0,1.0
1510444800000000000,225,-4.7,36.0,2000,-17.5,1,0.0,0.0,1.0
1510444800000000000,246,-5.2,33.0,1973,-19.0,1,0.0,0.0,1.0
1510444800000000000,240,-5.4,32.0,1986,-19.5,1,0.0,0.0,1.0
1510444800000000000,252,-5.4,31.0,1945,-19.9,1,0.0,0.0,1.0
1510444800000000000,268,-5.5,33.0,2000,-19.2,1,0.0,0.0,1.0
1510444800000000000,276,-6.0,40.0,2000,-17.4,1,0.0,0.0,1.0
1510444800000000000,360,-7.1,44.0,2000,-17.3,1,0.0,0.0,1.0
1510444800000000000,554,-7.9,43.0,2000,-18.3,1,0.0,0.0,1.0
1510444800000000000,370,-8.6,45.0,2000,-18.4,1,0.0,0.0,1.0
1510444800000000000,253,-9.3,49.0,2000,-18.0,1,0.0,0.0,1.0
1510444800000000000,265,-9.7,51.0,2000,-17.9,1,0.0,0.0,1.0
1510444800000000000,221,-10.2,50.0,2000,-18.6,1,0.0,0.0,1.0
1510444800000000000,173,-10.7,53.0,2000,-18.4,1,0.0,0.0,1.0
1513036800000000000,132,-11.0,51.0,2000,-19.1,1,0.0,0.0,1.0
1513036800000000000,126,-11.2,51.0,2000,-19.3,1,0.0,0.0,1.0
1513036800000000000,94,-11.5,50.0,2000,-19.8,1,0.0,0.0,1.0
1513036800000000000,53,-11.6,50.0,1995,-19.9,1,0.0,0.0,1.0
1513036800000000000,45,-11.6,47.0,1982,-20.6,1,0.0,0.0,1.0
1513036800000000000,64,-11.6,45.0,1951,-21.1,1,0.0,0.0,1.0
1513036800000000000,103,-11.8,47.0,1973,-20.8,1,0.0,0.0,1.0
1513036800000000000,279,-12.1,50.0,1929,-20.4,1,0.0,0.0,1.0
1513036800000000000,576,-12.3,52.0,1914,-20.1,1,0.0,0.0,1.0
1513036800000000000,274,-11.8,46.0,1956,-21.1,1,0.0,0.0,1.0
1513036800000000000,183,-10.5,45.0,1855,-20.1,1,0.0,0.0,1.0
1513036800000000000,200,-9.4,42.0,1815,-19.9,1,0.0,0.0,1.0
1513036800000000000,227,-8.3,35.0,1967,-21.0,1,0.0,0.0,1.0
1513036800000000000,224,-6.9,37.0,1955,-19.1,1,0.0,0.0,1.0
1513036800000000000,257,-5.4,32.0,1930,-19.5,1,0.0,0.0,1.0
1513036800000000000,249,-5.8,30.0,2000,-20.6,1,0.0,0.0,1.0
1513036800000000000,247,-6.0,29.0,1983,-21.2,1,0.0,0.0,1.0
1513036800000000000,304,-7.0,32.0,2000,-20.9,1,0.0,0.0,1.0
1513036800000000000,526,-7.7,36.0,2000,-20.2,1,0.0,0.0,1.0
1513036800000000000,349,-8.2,43.0,2000,-18.5,1,0.0,0.0,1.0
1513036800000000000,259,-8.4,42.0,2000,-19.0,1,0.0,0.0,1.0
1513036800000000000,269,-8.8,43.0,1999,-19.1,1,0.0,0.0,1.0
1513036800000000000,255,-9.0,45.0,1999,-18.7,1,0.0,0.0,1.0
1513036800000000000,172,-9.3,47.0,2000,-18.5,1,0.0,0.0,1.0
1513123200000000000,167,-9.5,48.0,1996,-18.4,1,0.0,0.0,1.0
1513123200000000000,182,-10.2,52.0,1997,-18.2,1,0.0,0.0,1.0
1513123200000000000,119,-10.4,53.0,1949,-18.1,1,0.0,0.0,1.0
1513123200000000000,78,-10.9,55.0,1913,-18.1,1,0.0,0.0,1.0
1513123200000000000,40,-11.4,58.0,1907,-18.0,1,0.0,0.0,1.0
1513123200000000000,67,-11.5,58.0,1923,-18.1,1,0.0,0.0,1.0
1513123200000000000,108,-11.9,57.0,1974,-18.7,1,0.0,0.0,1.0
1513123200000000000,309,-11.7,53.0,1998,-19.3,1,0.0,0.0,1.0
1513123200000000000,587,-11.4,47.0,2000,-20.4,1,0.0,0.0,1.0
1513123200000000000,339,-11.1,46.0,1981,-20.4,1,0.0,0.0,1.0
1513123200000000000,201,-9.5,39.0,1875,-20.9,1,0.0,0.0,1.0
1513123200000000000,250,-8.1,35.0,1806,-20.9,1,0.0,0.0,1.0
1513123200000000000,266,-6.5,30.0,1945,-21.2,1,0.0,0.0,1.0
1513123200000000000,250,-5.8,28.0,1887,-21.4,1,0.0,0.0,1.0
1513123200000000000,239,-4.7,27.0,1883,-20.8,1,0.0,0.0,1.0
1513123200000000000,239,-4.9,26.0,1887,-21.5,1,0.0,0.0,1.0
1513123200000000000,277,-4.5,26.0,2000,-21.1,1,0.0,0.0,1.0
1513123200000000000,391,-5.6,29.0,2000,-20.8,1,0.0,0.0,1.0
1513123200000000000,534,-6.6,33.0,2000,-20.2,1,0.0,0.0,1.0
1513123200000000000,372,-6.6,31.0,2000,-20.9,1,0.0,0.0,1.0
1513123200000000000,262,-7.6,35.0,2000,-20.4,1,0.0,0.0,1.0
1513123200000000000,270,-8.3,39.0,2000,-19.8,1,0.0,0.0,1.0
1513123200000000000,270,-8.9,39.0,2000,-20.3,1,0.0,0.0,1.0
1513123200000000000,173,-9.2,44.0,1978,-19.2,1,0.0,0.0,1.0
1513209600000000000,170,-9.5,50.0,1953,-18.0,1,0.0,0.0,1.0
1513209600000000000,169,-9.8,48.0,2000,-18.7,1,0.0,0.0,1.0
1513209600000000000,106,-10.6,44.0,1903,-20.5,1,0.0,0.0,1.0
1513209600000000000,79,-10.7,48.0,1651,-19.6,1,0.0,0.0,1.0
1513209600000000000,51,-11.0,50.0,1718,-19.4,1,0.0,0.0,1.0
1513209600000000000,61,-10.8,48.0,1648,-19.6,1,0.0,0.0,1.0
1513209600000000000,107,-11.0,55.0,1541,-18.2,1,0.0,0.0,1.0
1513209600000000000,278,-10.9,57.0,1387,-17.7,1,0.0,0.0,1.0
1513209600000000000,614,-10.4,54.0,1432,-17.9,1,0.0,0.0,1.0
1513209600000000000,304,-9.4,44.0,1680,-19.4,1,0.0,0.0,1.0
1513209600000000000,188,-7.7,43.0,1555,-18.1,1,0.0,0.0,1.0
1513209600000000000,246,-6.1,38.0,1587,-18.1,1,0.0,0.0,1.0
1513209600000000000,277,-4.9,34.0,1768,-18.3,1,0.0,0.0,1.0
1513209600000000000,281,-3.8,32.0,1827,-18.1,1,0.0,0.0,1.0
1513209600000000000,293,-2.7,28.0,1857,-18.7,1,0.0,0.0,1.0
1513209600000000000,300,-2.5,29.0,1667,-18.1,1,0.0,0.0,1.0
1513209600000000000,334,-2.4,28.0,1878,-18.4,1,0.0,0.0,1.0
1513209600000000000,381,-2.9,31.0,1723,-17.7,1,0.0,0.0,1.0
1513209600000000000,605,-3.5,35.0,1414,-16.7,1,0.0,0.0,1.0
1513209600000000000,409,-4.2,40.0,1216,-15.8,1,0.0,0.0,1.0
1513209600000000000,276,-4.8,43.0,1397,-15.4,1,0.0,0.0,1.0
1513209600000000000,315,-4.8,45.0,1351,-14.9,1,0.0,0.0,1.0
1513209600000000000,308,-4.9,44.0,1369,-15.3,1,0.0,0.0,1.0
1513209600000000000,210,-5.6,53.0,1290,-13.6,1,0.0,0.0,1.0
1513296000000000000,226,-5.7,53.0,1262,-13.7,1,0.0,0.0,1.0
1513296000000000000,240,-6.3,57.0,1148,-13.4,1,0.0,0.0,1.0
1513296000000000000,161,-6.8,58.0,1089,-13.6,1,0.0,0.0,1.0
1513296000000000000,109,-6.9,56.0,1111,-14.2,1,0.0,0.0,1.0
1513296000000000000,68,-7.1,59.0,1058,-13.7,1,0.0,0.0,1.0
1513296000000000000,67,-7.5,64.0,989,-13.1,1,0.0,0.0,1.0
